,FAN_ACTUAL
15250,11.4
2357,12.5
4664,6.8
19797,0.1
8376,9.4
10914,8.1
5707,0.6000000000000001
13702,9.0
7176,1.1
11893,1.1
19308,1.6
2124,2.3000000000000003
11504,23.56
5659,5.2
3976,4.6000000000000005
732,1.5
5196,21.82
3763,4.5
79,5.8
4561,1.2000000000000002
2331,14.1
4506,2.8000000000000003
333,13.4
9854,14.2
18838,4.1000000000000005
14205,24.96
21720,22.800000000000004
16210,2.2
9075,6.2
12894,3.4000000000000004
18442,2.3000000000000003
20737,3.5400000000000005
6834,8.4
11811,9.2
17394,11.3
6177,0.2
6247,19.3
20844,1.8
11617,5.6000000000000005
4289,4.4
10769,11.98
5400,0.8
214,10.5
20442,14.6
20630,6.200000000000001
4801,2.7
11432,6.3000000000000025
3154,0.6000000000000001
106,30.4
21010,14.6
15055,4.2
3404,1.5
7716,0.6000000000000001
13191,1.6
9963,3.3000000000000003
9214,7.7
6525,12.0
16771,14.1
6387,4.1000000000000005
14928,6.9
14812,6.5
18471,2.0
1528,20.48
21746,7.2
965,7.4
16682,5.0
11012,0.1
455,22.9
17505,0.1
7053,5.300000000000002
12694,44.0
9364,6.6000000000000005
11178,2.2
16160,0.30000000000000004
9229,2.6
13646,17.020000000000003
19992,19.04
11124,1.7000000000000002
9313,24.2
22154,0.4
17559,2.9000000000000004
19026,2.3000000000000003
3646,4.0
12389,0.8
173,-1.0
16145,1.1
16731,1.5
8527,9.4
15142,2.3000000000000003
10597,3.0
1526,0.2
8591,2.3800000000000003
19433,13.4
749,8.8
611,13.1
8052,3.4000000000000004
9545,2.1
16305,0.8
9270,30.18
5175,10.000000000000002
11915,13.6
7836,1.2000000000000002
2030,0.0
14273,14.2
21651,30.000000000000004
17236,4.3
20565,5.6000000000000005
348,24.04000000000001
20643,18.9
17919,19.6
20721,21.4
15677,8.3
3736,21.3
9400,3.1
13792,1.0000000000000002
15693,0.9
1562,1.2000000000000002
21450,4.0
5623,9.5
19972,7.8
20525,24.4
12560,12.0
2755,28.12
3212,26.5
7401,14.7
19991,7.2
13722,10.38
18511,17.1
19942,19.26
4721,0.2
8835,1.1
14420,25.5
5965,2.3000000000000003
8254,1.2000000000000002
12654,15.5
12907,13.3
4096,1.4
6459,4.0
20963,45.26
1565,4.68
21994,7.2
7711,1.8
14244,3.7
15115,1.9
14443,30.1
11097,1.1
20855,8.6
18132,15.32
17203,1.6
7276,0.1
21530,24.4
15622,27.6
14417,13.8
10943,3.6
16120,0.0
7463,2.0
4422,12.2
13572,2.0
2679,9.8
16613,4.800000000000002
18884,9.9
18482,2.9000000000000004
10144,1.3
17855,1.8
1521,31.54
14748,0.8
9961,7.0
5030,5.6000000000000005
16037,3.2000000000000006
12441,29.500000000000004
3591,3.3000000000000003
11408,13.6
3905,1.3
16273,0.5
7720,9.8
11361,4.0
12715,2.1
12429,2.7
7092,1.5
15620,1.8
2056,20.48
21969,1.4
2304,12.9
17174,12.1
4553,0.9
19544,11.0
9578,4.6000000000000005
8387,2.9000000000000004
12350,0.0
21782,4.7
12274,15.1
5346,3.9
641,1.0
9091,2.9000000000000004
5361,13.6
4427,5.6000000000000005
19601,12.5
1896,0.7000000000000001
20854,12.7
11082,7.0
4429,9.9
12406,9.7
16902,-0.09999999999999988
3774,8.4
11416,5.5
216,11.6
12714,0.7000000000000001
5291,14.5
4221,17.7
17205,2.7
20037,32.84
1615,1.0
3973,19.840000000000003
5860,10.0
10710,17.64
11946,16.88
21001,13.26
17056,11.38
1803,9.3
20209,0.5
16330,7.6
21172,12.5
14927,1.8
16995,0.5
18716,1.8
11134,11.5
12994,3.4000000000000004
8135,3.9
772,35.8
18580,2.9000000000000004
3597,4.3
394,16.78
12971,3.9
3427,7.0
15255,4.1000000000000005
4948,25.6
5125,5.2
19313,15.6
19310,6.4
19030,2.1
16399,3.2
12631,0.30000000000000004
16412,-1.5
5717,6.1
2029,1.9
19523,0.7000000000000001
22239,13.2
2057,6.2
12573,2.0
21957,6.6000000000000005
14099,20.1
7562,4.1000000000000005
21898,0.9
10801,9.2
22085,-0.2
15190,0.8
21347,0.5
494,23.0
17523,12.4
2816,1.3
8938,11.4
19451,2.9000000000000004
16914,0.1
19597,6.0
4098,12.7
7501,4.7
9816,2.1
18957,2.8000000000000003
22120,0.7000000000000001
16510,9.9
2288,7.1000000000000005
1408,0.5
21626,6.1000000000000005
19178,0.4
8153,9.8
13113,0.24
8204,4.4
12203,15.1
18012,18.6
12923,7.6
13473,0.7000000000000001
18011,11.2
3678,18.4
5681,2.6000000000000005
13443,9.6
7962,1.2000000000000002
12398,1.1
7854,1.1
13325,3.6
1399,30.3
14468,7.0
16559,11.8
14836,2.5
506,17.0
17188,3.9
15348,2.2
13144,0.9
17226,9.5
22048,26.8
8108,0.2
2473,1.2000000000000002
16125,0.7000000000000001
4592,0.5
13022,1.0
1922,19.32
22268,1.6
7161,0.6000000000000001
16930,7.7
7897,0.6000000000000001
11010,38.44
6260,5.0
8142,7.2
4589,1.6
13313,0.0
9561,11.1
8966,23.18
20800,0.7000000000000001
11942,5.1000000000000005
4130,5.8000000000000025
12657,13.7
18177,1.1
1217,0.7000000000000001
6827,7.6
961,9.18
19437,-2.58
15975,0.4
2391,0.6000000000000001
279,4.1
1954,5.2
6321,0.6000000000000001
6055,1.1
1740,23.3
21763,1.1
13497,13.000000000000002
8649,-1.34
5962,1.2000000000000002
15544,6.5
14007,1.0
1345,0.9000000000000001
63,3.3000000000000003
17321,10.500000000000002
3029,10.2
12974,0.9000000000000001
20579,12.400000000000002
3192,1.4
9893,26.82
12400,8.5
1454,14.6
18605,0.1
2598,0.8
17733,-0.2
8824,5.9
1817,14.2
13641,0.5
8253,-3.0
17253,1.4
8097,3.0
3098,23.6
14965,2.1
18714,4.7
10865,6.8000000000000025
17409,12.7
6822,2.3000000000000003
633,7.0
10210,15.8
6961,5.2
9859,7.7
7080,24.2
3132,14.64
16045,1.8
2940,0.0
14133,2.7
1032,1.1
17743,4.300000000000002
6804,13.1
20293,7.4
12377,2.6
19536,6.0
679,8.8
20248,21.3
4169,0.30000000000000004
13620,2.4000000000000004
8599,6.1000000000000005
21251,3.7
19215,2.0
20760,28.8
4122,10.9
16706,1.4
8140,19.980000000000004
170,-0.30000000000000004
2882,1.5
3205,14.7
14930,2.6
10527,6.3000000000000025
12854,10.2
14765,4.800000000000002
1033,0.7000000000000001
10906,9.6
16415,-0.5
1385,7.0
1295,0.6000000000000001
8875,7.9
10022,7.6
21795,1.0
13061,13.5
18137,9.7
16733,14.5
16516,4.6000000000000005
12314,12.2
7360,-2.0
8871,10.419999999999998
12985,16.9
1497,50.5
10194,2.1
8992,8.700000000000001
747,0.30000000000000004
18898,4.800000000000002
5981,1.6
20401,1.1
2206,3.5
3056,2.2
13939,2.0
590,1.2000000000000002
13636,19.0
7508,5.300000000000002
18301,7.2
18166,-0.48
1491,4.7
6569,7.6
11963,13.7
15266,13.6
7089,7.2
5265,7.8
18105,21.5
9154,10.9
3136,18.700000000000006
9262,3.7
8722,1.5
13987,0.1
7556,5.300000000000002
14294,0.8
8379,12.4
3325,8.9
5803,3.5
12644,10.5
4316,22.8
15111,14.5
8968,17.700000000000006
14884,26.38000000000001
4682,2.5
14558,1.6
3360,0.10000000000000003
14470,7.6
7202,0.8
4764,16.240000000000002
18946,4.7
20270,10.4
15382,9.7
11677,6.0
824,7.8000000000000025
22160,0.2
16557,11.2
10575,8.9
1612,3.6
19834,0.7000000000000001
17211,24.4
21181,0.0
10035,2.1
1451,8.4
4876,-2.28
1513,13.1
2675,8.0
16783,3.5
6608,1.5
5089,11.5
10063,0.0
21333,7.8000000000000025
8713,4.1000000000000005
14329,23.9
2256,3.1
1744,12.6
18920,0.4
4862,0.5
811,4.300000000000002
868,3.2
16703,7.6
16976,1.3
19755,0.6000000000000001
17458,3.6
3280,4.9
20261,8.600000000000001
14047,9.9
8785,-0.6799999999999989
13762,0.5
8596,7.3
15409,16.0
21702,2.4000000000000004
10158,0.4
3504,1.0
3524,21.24
9210,2.2
13856,2.3000000000000003
5420,2.9000000000000004
6724,7.5
17792,9.2
5079,42.9
20245,9.5
2558,6.3000000000000025
21439,0.5
15397,25.9
10610,0.9
21853,3.9
13063,7.880000000000001
12810,0.4
16379,4.7
13378,12.6
10175,3.8
7319,11.5
18744,9.1
5294,0.30000000000000004
4473,5.200000000000001
11884,41.8
15445,5.5
14023,5.0
19771,0.6000000000000001
20969,1.7000000000000002
11858,12.8
2016,4.0
19379,24.0
20789,9.44
3605,7.0
9704,5.4
17252,3.3000000000000003
9452,1.5
4604,7.000000000000001
6147,1.9
12829,3.1
14449,11.0
18306,12.2
14439,7.1
131,9.8
22294,7.3
4643,13.8
11369,4.7
497,2.4000000000000004
18760,8.2
4826,2.9000000000000004
6174,10.2
12868,2.5
12083,11.2
16186,14.0
15453,3.6
9395,13.740000000000002
6324,14.000000000000002
18585,12.5
18687,2.0
10366,1.6
11153,33.0
14250,42.66
13882,3.2
14339,7.4
14100,16.4
7541,1.5
763,27.70000000000001
19396,2.3000000000000003
5924,8.200000000000001
14737,1.9
11715,4.800000000000002
5066,7.9
6840,12.3
7594,1.2000000000000002
19549,2.7
2769,5.859999999999999
21673,18.4
1953,1.9
15260,1.9
19392,0.0
18909,27.5
16139,0.6000000000000001
8507,6.4
4120,10.7
16128,16.4
17179,1.3
9086,16.14
22320,14.9
4908,-0.1
15831,1.9
605,11.3
15,10.3
12462,12.6
6412,19.1
21262,13.98
5766,1.4
3049,4.1000000000000005
7728,1.0
3952,17.3
309,6.1000000000000005
9675,7.2
9445,19.1
15205,1.1
1149,10.46
2517,5.8000000000000025
21337,3.2
15117,20.6
2128,2.1
702,8.9
4866,9.2
3674,21.5
3842,1.5
10743,1.4
18612,-0.2
1111,4.7
19841,12.5
9966,0.6000000000000001
11693,4.7
637,14.840000000000002
8440,13.48
2406,18.380000000000006
11050,-1.0
20576,10.7
6746,6.7
8888,8.5
17472,13.7
2228,14.7
20679,8.7
18395,13.7
19802,7.1
5612,13.3
20323,4.0
5455,9.7
7879,5.2
7686,5.700000000000001
70,13.7
7878,21.6
5768,2.2
1178,20.6
9818,2.459999999999999
15502,0.0
19936,22.4
12887,0.2
2010,1.1
20269,0.6000000000000001
17407,13.3
16318,0.7000000000000001
22136,0.7000000000000001
1902,7.500000000000003
21149,-2.0
15593,17.3
3759,0.6000000000000001
12246,11.12
6047,1.3
22360,4.0
2957,4.300000000000002
19672,8.9
15016,15.8
15930,24.320000000000004
17783,-0.19999999999999973
6907,3.2
9751,1.6
13634,0.1
11158,3.8
7078,0.6000000000000001
9114,0.9
944,0.4
13720,8.3
11096,13.3
8890,0.8
16483,-1.2999999999999998
10812,11.9
20218,23.06
8062,11.0
16398,2.7
12841,9.9
9674,12.0
8559,3.4000000000000004
11647,0.30000000000000004
16580,7.700000000000001
9396,36.56
10204,2.3000000000000003
1152,13.4
11321,4.6000000000000005
4313,18.56
6274,7.100000000000001
20615,20.1
9352,28.26
21279,0.2
6787,3.3000000000000003
2474,0.9
6765,5.300000000000002
2945,0.9200000000000006
15650,3.5
3188,5.300000000000002
17112,10.8
10163,2.6
16271,14.880000000000004
18206,0.2
184,5.3
16058,4.1000000000000005
14994,12.5
14768,1.7799999999999998
13316,10.4
20194,3.3000000000000003
14180,21.6
21770,3.8
20822,4.4
8784,0.9
21486,2.1
14204,8.1
6018,1.8
1028,15.9
19931,19.5
8463,2.6
3925,0.7000000000000001
5777,8.2
11399,12.6
8730,-1.4
5562,3.5
14214,1.0
1360,5.32
5950,21.3
9143,23.0
20775,15.8
4905,6.9
6656,18.700000000000006
2341,2.1
21784,2.6
16561,0.7000000000000001
11309,-0.2
528,3.9
2369,8.6
8287,3.9
12301,0.9
2631,3.6
19001,4.1000000000000005
11890,0.8
15957,1.2000000000000002
19682,6.200000000000001
14498,0.1
303,4.280000000000001
4162,5.6
13802,13.0
4536,5.8
15425,18.200000000000006
11429,12.4
15239,5.2
465,0.8
11892,2.9000000000000004
9389,18.8
20829,3.1
4209,41.92
15865,6.5
14754,0.30000000000000004
5123,1.9
18112,0.7000000000000001
12484,1.1
12679,0.6000000000000001
11761,1.7000000000000002
13909,0.7000000000000001
19238,13.3
17182,10.5
10104,1.7000000000000002
14091,9.2
2320,12.1
12261,23.8
2019,3.4000000000000004
12860,1.9
567,1.1
15741,1.3
3510,13.54
20702,13.5
4486,13.5
1945,0.8000000000000003
21769,0.2
19867,5.8000000000000025
7487,5.8
12701,-0.09999999999999988
18853,5.6000000000000005
5807,0.0
2570,2.1
8914,9.6
10687,6.3
18368,4.800000000000002
10802,6.6000000000000005
6263,15.1
11567,8.1
2306,0.0
12724,9.4
15461,6.9
19863,0.9
7762,5.7
3283,5.6000000000000005
19116,0.7000000000000001
1138,0.30000000000000004
12050,5.1
16425,9.0
22266,12.9
8302,1.0
16656,6.5
7803,2.5
7514,7.8000000000000025
14659,0.1
11717,1.2000000000000002
158,20.0
19306,2.8000000000000003
13616,5.920000000000001
21911,2.9000000000000004
2060,11.8
881,1.8000000000000005
19234,5.4
17788,9.0
4959,6.9
7050,3.1000000000000005
4883,3.2
13671,1.9
10594,6.5
6762,3.1
6615,22.4
16066,0.6
4802,16.6
14644,5.6000000000000005
6299,3.0
14507,1.1
15559,12.8
6505,1.1102230246251563e-16
8600,5.5
14632,12.0
10205,2.2
7749,16.82
2058,14.8
18204,10.4
16247,3.9
8850,7.6
20167,1.6
7075,4.9
10373,9.3
21889,14.1
6339,4.7
17530,8.8
5821,11.3
8619,28.4
4716,13.6
2215,8.8
6994,16.779999999999998
9839,2.7
1482,19.3
15733,1.7000000000000002
18963,0.30000000000000004
6632,2.6
9987,8.4
5444,1.5
18567,2.3000000000000003
17695,0.8
21652,0.9000000000000001
14064,0.30000000000000004
8561,9.1
2548,2.2
642,11.3
17664,9.4
13661,4.5
3469,0.02000000000000001
10408,2.0
142,2.4000000000000004
2398,9.0
4064,2.0
4781,3.2
1858,-0.2
13463,2.8000000000000003
6579,11.6
3723,0.5
14770,1.4
3355,13.3
521,0.4
7859,1.2000000000000002
4030,1.9
19548,56.26
21772,0.9
19442,4.8
11622,5.9
11972,0.5
9249,0.30000000000000004
21266,8.700000000000001
16867,6.6
18026,0.5
17147,7.1000000000000005
872,6.700000000000001
9630,2.7
18186,0.5
16598,2.8000000000000003
13315,0.5
4231,9.7
15411,3.7
306,11.2
18749,31.2
11276,1.94
15915,25.8
13850,3.0
21491,26.820000000000004
22130,-0.1
5181,1.3
19133,0.5
18300,10.3
1924,2.4000000000000004
16310,2.3000000000000003
11150,13.1
10714,1.3
19327,7.6
6208,14.7
9543,8.100000000000001
12036,3.1
5161,4.9
20503,3.3000000000000003
9058,7.1
15919,5.6000000000000005
14842,10.9
4301,0.8
12211,3.2
13435,3.700000000000001
5936,0.5
260,1.4
16611,4.1
21855,2.9000000000000004
21568,1.3
19070,10.48
1091,27.1
11793,2.08
6931,7.2
4649,7.6
18464,1.0
12340,8.64
7142,0.9
9025,11.7
14840,36.98
13663,0.9
9444,7.399999999999999
13124,11.86
17691,3.7
9090,8.82
532,32.9
2417,0.9
4041,6.6000000000000005
4676,1.5
2921,1.8
16787,6.5
2249,2.9000000000000004
5479,13.5
20480,4.9
10353,8.8
21423,0.7000000000000001
9457,15.0
1718,1.8
13298,3.7
2459,9.0
6793,0.0
8621,7.2
18975,5.6000000000000005
19066,0.6000000000000001
11449,0.8
13132,4.6000000000000005
3338,25.02
12637,2.2
20326,7.66
6060,0.10000000000000007
22270,18.24
6621,7.1
12865,9.8
19050,1.1
7470,25.8
3691,1.5
5767,4.2
4395,1.3
6205,12.8
2903,9.8
1839,8.200000000000001
15506,4.0
22234,15.9
16564,1.8
21297,7.6
6758,1.8
3339,6.0
14131,2.9000000000000004
11074,9.1
620,14.1
1656,3.7
2628,2.820000000000001
18813,13.7
20681,9.1
13697,0.30000000000000004
1999,14.2
16334,13.8
17846,17.5
3881,6.7
18941,2.2
4215,0.8
16790,1.2000000000000002
10431,7.1
7224,22.2
1723,10.3
5747,6.000000000000001
6104,8.72
16151,10.8
8814,11.9
2407,18.0
10137,0.0
3465,-1.7
10838,20.02
22403,14.2
19783,6.5
20526,3.6
443,2.1
14149,21.70000000000001
972,20.700000000000006
376,1.1
18659,35.36
825,0.6000000000000001
704,2.0
20341,0.7000000000000001
17906,18.340000000000003
2655,21.5
9592,5.1000000000000005
13093,13.1
11287,7.6
19773,0.8
3442,1.7000000000000002
12482,3.8
6820,2.3
12593,26.4
13287,1.3
15928,24.20000000000001
2337,16.34
15536,18.94
4872,5.0
3066,21.1
15616,16.659999999999997
18929,6.7200000000000015
14455,1.4
3909,7.0
14709,5.1000000000000005
2639,0.1
16800,24.88
703,1.0
5172,7.2
1934,-2.0
14213,5.4
4694,6.1000000000000005
12836,14.28
5526,4.9
13172,0.2
8031,4.5
2804,1.1
8272,16.700000000000006
12845,12.5
8653,6.1000000000000005
4661,0.5
22256,28.02
14909,1.7000000000000002
11076,6.8000000000000025
17561,33.040000000000006
4129,4.5
1049,24.6
8667,4.4
13188,0.6000000000000001
11376,16.240000000000002
171,10.1
13582,0.7000000000000001
18632,6.4
12525,8.08
10048,0.9
4617,26.2
11651,4.4
908,1.2000000000000002
22303,1.9
18769,9.1
2293,1.7000000000000002
11214,-0.4
10033,0.7000000000000001
7273,5.0
5651,0.1
757,20.22
11584,3.8
4121,6.3000000000000025
17271,2.7
9393,6.279999999999999
8303,2.7
20412,4.4
7229,3.9
1701,2.2
5879,1.2000000000000002
20409,1.0
13693,11.58
13038,6.5
978,1.1
14627,27.38000000000001
17158,2.3000000000000003
1499,0.1
7730,2.68
7570,7.479999999999999
6194,3.2
18312,10.6
8301,9.4
12200,19.700000000000006
4960,13.36
18967,1.2000000000000002
21743,13.1
4364,-0.4
20399,13.5
18084,17.3
20604,3.5
11633,16.5
17878,1.0
7699,26.74
18405,0.4
18289,0.7000000000000001
16340,2.2
13110,11.7
15009,20.22
16492,15.96
2416,1.3
22116,11.6
1614,2.8000000000000003
14751,1.0
9273,34.9
8976,2.1
20345,35.32
15722,15.8
2366,17.3
21282,2.1
9347,5.5
14040,2.0
4786,2.0
3996,8.3
7074,9.3
16942,2.0
7540,0.6000000000000001
3679,9.2
19574,0.8
18725,7.6
20853,10.48
10502,2.7
16467,0.7000000000000001
17665,0.2
11117,0.30000000000000004
17360,9.5
8408,5.1
19341,2.5
4970,21.200000000000006
5531,12.5
11183,19.44
21669,8.6
6101,10.000000000000002
6395,1.4
15468,4.6000000000000005
5608,1.5000000000000002
19138,6.700000000000001
8093,16.8
19172,19.46
4878,0.6000000000000001
3804,2.3000000000000003
8771,9.18
18013,1.2
6486,2.2
12834,1.0
20019,19.200000000000006
7663,3.7
21933,1.2000000000000002
12095,21.4
12440,5.500000000000001
16519,1.0
7546,6.3000000000000025
12800,4.7
13314,13.900000000000002
8955,0.5
16974,3.6
19605,4.800000000000002
11681,8.9
8836,3.8
14471,18.5
14891,7.0
12751,1.8
2340,7.7
9381,1.2000000000000002
2913,37.78000000000001
7004,1.2000000000000002
15602,2.2
17736,20.9
18404,6.8000000000000025
9394,9.3
17104,5.6
7207,3.6
11114,4.6
11060,5.9
2477,11.0
8674,12.18
11823,14.2
15827,3.1
19272,4.48
4558,24.4
15486,11.5
7904,1.7000000000000002
18921,27.44
19739,2.1
11456,2.2
17477,0.9
7039,3.3000000000000003
14718,0.12000000000000005
6021,12.1
1126,3.0
3939,10.4
7308,15.46
21982,10.46
6634,6.8
12481,4.0
18170,15.400000000000002
20071,12.999999999999998
1669,10.1
10644,4.1000000000000005
10494,-0.1
8176,2.8
14517,27.6
19422,0.8
14610,6.6000000000000005
20950,13.4
3898,16.96
18776,28.5
6744,22.70000000000001
7919,3.4000000000000004
19289,10.8
6156,12.28
3312,1.6
479,2.9000000000000004
1596,9.6
17475,0.9
11217,-0.2
10038,8.48
16142,1.3
8473,11.7
11056,1.3
8839,1.2000000000000002
13551,7.1
16541,12.1
19143,14.0
19364,3.8
5715,0.5
1786,17.2
10384,2.8000000000000003
22172,12.98
14669,4.3
20050,13.6
5718,3.4000000000000004
9415,0.0
8040,12.4
13991,1.0
883,2.8000000000000003
543,9.8
12635,-2.4
8798,20.8
14366,8.0
16444,6.2
4919,0.8
10723,7.0
21045,13.9
18548,4.800000000000002
21445,6.1
1977,3.4000000000000004
15319,20.4
10336,27.0
4457,19.200000000000006
11635,18.3
2160,0.6000000000000001
7820,0.30000000000000004
990,0.7000000000000001
17546,3.5
20810,0.0
5434,1.4
20131,16.0
19798,2.0
13040,6.8
19239,0.6000000000000001
510,4.2
10129,2.6
16466,7.6
8348,9.1
18791,1.0
9243,15.3
8194,0.6400000000000001
839,4.9
21137,1.5
21431,4.9
15695,-0.1
4839,8.5
4889,4.0
19303,3.6
762,0.1
13817,14.0
18315,2.1
4840,25.520000000000003
22261,15.8
10511,1.2000000000000002
7076,6.8000000000000025
1142,5.4
6189,9.0
12643,0.4600000000000001
21941,2.1
10557,4.9
5461,2.8000000000000003
19339,0.8
5156,5.4
1801,2.2
4756,6.4
11402,2.2
11209,14.820000000000002
13209,3.3800000000000003
530,4.3
18273,2.0
21667,9.1
9827,10.8
1919,1.0
124,5.4
20231,5.8000000000000025
14550,25.54000000000001
13430,3.8
18130,12.1
1949,6.8000000000000025
21350,6.8000000000000025
12922,5.4
13754,1.9
19792,4.800000000000002
20619,11.6
10718,5.4
16249,3.9
22096,3.2
20550,20.28
6341,11.5
12459,1.9600000000000004
15414,19.9
18608,1.5
16727,15.8
7894,4.6000000000000005
1903,1.7000000000000002
14931,34.34
12636,2.8000000000000003
6679,0.7000000000000001
17445,1.5
14120,1.7000000000000002
1183,9.3
3060,1.1
3859,0.30000000000000004
15231,13.14
13444,7.5
288,6.1000000000000005
9293,5.2
9805,1.7000000000000002
582,15.4
4687,23.56
3270,7.5
7035,5.4
22260,1.0
3879,10.9
11902,4.800000000000002
2180,15.0
22364,0.5
13066,15.0
10327,0.4
7623,1.1
12011,6.1000000000000005
22169,0.4
14885,20.3
14509,7.9
17875,5.4
19104,9.6
10155,4.6000000000000005
14656,6.6000000000000005
17326,6.7
6201,1.72
11255,6.0
14886,0.6000000000000001
7635,10.1
14035,9.5
18355,0.96
15393,24.66
13916,14.6
10399,0.7000000000000001
20021,8.2
185,1.5
9055,27.82
12524,6.3000000000000025
20677,4.7
4062,13.1
17352,3.7
1415,7.3000000000000025
21356,5.54
10888,2.4000000000000004
22131,14.3
21661,7.9
12414,12.400000000000002
11315,2.0
11195,-0.2
6413,11.0
4327,33.6
8776,2.2
15955,1.6
9049,1.3
19748,6.8
7670,0.5
20841,14.6
22134,7.3000000000000025
9786,2.0
6630,24.4
7380,0.7000000000000001
12696,-2.3
12493,-0.1
2952,4.1000000000000005
15224,21.3
14185,-0.4
6805,5.6000000000000005
9113,12.3
19737,1.2000000000000002
2205,2.7
19168,16.8
14615,4.4
22159,3.5
18989,54.74000000000001
2456,1.6
8823,1.1
10523,17.82
6096,12.3
18657,1.16
19266,2.4000000000000004
7475,4.3
2552,0.1
6975,7.5
8651,1.6
21496,17.619999999999994
1665,7.4
17492,0.5
3837,16.240000000000002
20012,1.6
2582,9.6
802,9.1
15578,6.7
22059,2.0
8916,1.8000000000000005
12692,15.8
15977,0.2
10282,2.9000000000000004
14866,10.3
7963,13.500000000000002
19860,3.8
1811,5.0
13690,9.900000000000002
3527,20.4
9983,2.6
4295,3.6000000000000005
602,20.520000000000003
12691,1.7000000000000002
15270,1.4
13123,9.8
5040,5.6
10360,1.5
13405,17.1
3275,20.0
10525,2.4
1760,3.2
22123,1.6
12255,17.16
13628,0.2
13643,1.7000000000000002
17398,20.5
20233,10.2
12285,3.4000000000000004
15786,4.6000000000000005
43,0.10000000000000037
10890,1.1
4969,1.1
21986,1.4
12624,7.6999999999999975
16397,2.5
14335,4.4
17502,7.6
21888,8.4
874,0.6000000000000001
6877,5.300000000000002
14766,0.2
19016,3.2
1626,1.1
13251,2.8000000000000003
11068,13.5
11428,2.6
2280,0.6000000000000001
9563,12.3
19673,0.6000000000000001
979,9.3
18477,2.5
3819,8.3
21857,12.8
19263,0.4
19365,0.8
1179,2.5
1018,0.1
2955,13.3
12805,1.3
21109,8.3
16659,1.9
2400,5.4
6945,0.30000000000000004
4646,6.5
15214,-0.1
17511,9.8
13589,5.4
21554,6.6000000000000005
5425,7.0
949,4.1000000000000005
18007,45.06
14167,0.1
5674,2.4000000000000004
18397,4.7
19095,14.8
10259,12.2
16884,11.6
5604,37.040000000000006
17314,9.32
17897,12.2
321,6.1
17521,2.8000000000000003
18748,18.7
8217,3.1
14809,7.5
18614,6.8000000000000025
14092,5.6000000000000005
7254,12.7
13402,1.8200000000000007
4359,11.4
11029,5.280000000000001
19653,6.1000000000000005
948,3.3000000000000003
10854,0.5
13282,9.0
21778,0.7000000000000001
13787,1.9
5228,45.02
13139,2.22
11149,8.200000000000001
19724,-1.9
10099,1.1
4227,11.3
13202,19.58
22065,7.4
12943,43.6
14835,-0.30000000000000004
11709,2.2
11067,5.9
6393,13.22
5120,7.3000000000000025
13270,0.4
10031,0.6000000000000001
15050,0.6000000000000001
5239,0.8
8289,13.22
9656,1.8
2504,34.5
20007,6.7
10371,0.1
7391,1.9
8954,20.940000000000005
18126,1.7000000000000002
110,11.7
20152,2.26
10820,19.3
11558,0.7000000000000001
14897,18.2
4077,8.0
14429,5.1000000000000005
13271,3.5000000000000004
6560,1.4
18066,9.0
13328,25.4
17811,1.6
8437,3.2
5063,1.4
10470,3.6000000000000005
15100,1.7000000000000002
11335,2.1
12378,2.8000000000000003
95,5.2
10810,2.0
17802,6.1000000000000005
2611,2.5
10098,0.4
8411,11.6
21706,11.9
20703,9.8
18238,22.64
15000,0.3000000000000003
10649,10.94
5703,8.3
18712,6.5
6457,4.6
11611,15.1
12447,10.900000000000002
20605,1.0
6742,1.2000000000000002
8851,4.7
17963,7.7
4791,14.3
16240,0.4
20566,3.8
8085,1.3
319,2.1
9432,2.0
12976,3.2
10567,6.5
10727,2.5
5913,2.9000000000000004
5614,0.6000000000000001
16671,1.8
5493,5.4
19680,0.30000000000000004
16899,1.5
330,9.6
9978,7.4
9004,0.6000000000000001
10170,9.62
3116,20.5
11809,1.2000000000000002
3331,4.4
613,7.1000000000000005
22246,11.4
7579,0.7000000000000001
15937,8.3
11977,4.2
5806,6.9
6158,9.64
12403,6.4
17920,0.8
14425,3.2
11614,1.1
10302,0.7000000000000001
11658,30.28
17669,8.1
11062,9.8
16827,7.4
7496,10.64
2259,0.30000000000000004
3464,5.4
15580,3.0
6900,7.82
9925,1.2000000000000002
7874,5.2
6125,10.4
14054,3.6000000000000005
1278,0.4
21642,5.9
11474,2.4
19012,5.2
14976,9.840000000000002
10216,9.3
6057,7.4
17237,5.6
15528,13.6
7018,14.02
5688,4.7
10184,6.4
12780,4.800000000000002
51,8.0
8500,4.0
92,6.1
8218,4.3
9923,8.9
18278,6.5
4329,0.9
10836,8.9
17132,13.66
21344,27.2
10537,1.2000000000000002
10510,2.0
7444,7.700000000000001
16191,1.5
8554,4.7
15566,10.0
12530,0.2
16354,0.4
17131,3.2
5340,7.3
22100,2.0
17390,6.6000000000000005
7822,4.5
12893,9.1
9167,1.8
7971,0.5
3869,7.700000000000001
11358,0.5
21621,0.7000000000000001
11648,8.8
19395,11.78
18621,9.6
2593,13.2
15526,9.5
9780,2.9000000000000004
19469,4.0
21037,23.82
4526,6.6
20346,2.4000000000000004
8484,9.9
19517,6.6
6050,18.700000000000006
8846,6.0
8166,2.3000000000000003
9703,0.30000000000000004
21873,1.1
6676,2.6
20359,4.7
20493,8.0
9705,7.1
10265,1.1
17269,0.6000000000000001
10788,0.5
7636,1.8000000000000005
