,FAN_ACTUAL
18832,9.2
8397,0.2
14005,10.700000000000003
16386,15.5
14162,9.5
11996,10.2
634,0.7000000000000001
12508,2.9000000000000004
16915,5.2
20859,6.8000000000000025
6476,4.7
15169,12.7
4177,0.2
20680,0.0
22091,16.7
11064,10.4
10531,1.0
5991,2.0
19683,2.9000000000000004
2581,27.1
20516,8.5
11999,3.3
8385,1.5
10674,0.2
9447,10.2
2104,6.700000000000001
21648,0.9
19318,10.7
3764,0.7000000000000001
4234,29.4
4994,8.6
5057,5.7
17042,21.02
4434,21.3
11676,4.300000000000002
717,2.2
3816,10.3
6773,12.16
11186,0.1
10738,0.30000000000000004
14671,13.4
9813,5.9
21791,22.96
9288,25.14
6811,2.0
3893,5.9
9359,13.6
15129,2.6
10655,5.2
3700,9.3
7374,1.4
18172,1.8
6314,11.9
12816,1.2000000000000002
3645,14.0
18160,2.8000000000000003
192,-0.5999999999999999
13414,7.3000000000000025
816,13.1
21571,2.1
15810,2.2
6160,4.4
15641,2.4000000000000004
4390,4.540000000000001
11164,0.7000000000000001
4927,6.0
5552,3.6
10799,3.2
19862,7.2
238,2.7
12207,9.0
21614,42.72
11169,9.9
19213,0.0
4236,0.4
5618,8.0
19106,2.0
8640,8.1
5097,0.4
14665,13.5
2242,10.2
18683,1.9
3552,27.94
21257,37.06
8328,3.9
5628,22.86
10602,4.4
4507,22.84
20650,12.9
12174,5.4
14453,6.7
16530,3.3000000000000003
15093,6.5
19290,-0.8799999999999999
2294,4.6000000000000005
11803,7.8000000000000025
22240,3.4000000000000004
20639,1.8
14318,36.76000000000001
19054,2.3000000000000003
8690,0.9
7081,0.7000000000000001
4733,1.5
8912,1.4
13045,12.5
18630,39.0
21498,5.000000000000001
11281,3.0
14955,3.7
22277,18.200000000000006
16980,8.0
21406,0.8
11510,1.9
5520,43.1
18031,15.9
11821,8.9
2700,6.4
1700,12.4
13596,0.6000000000000001
6968,14.4
20865,0.8
16322,3.3000000000000003
6219,3.2
20002,0.4
86,29.5
20335,0.4
20312,20.620000000000005
15346,3.1
17413,2.1
136,12.0
6972,1.2000000000000002
11087,0.8
15721,10.6
1200,22.4
6121,3.4000000000000004
15748,11.6
12127,8.6
19728,13.96
14125,25.3
13622,3.3000000000000003
6296,10.3
3927,4.2
14387,34.86
21106,31.3
3606,8.5
2330,4.420000000000001
11707,0.6000000000000001
2187,1.6
195,10.4
12356,6.6
17186,-0.1
15954,25.02
14638,17.64
2668,7.5
16625,0.9
18452,5.6000000000000005
15195,2.1
2761,15.3
2032,18.52
17028,2.7
5103,2.8000000000000003
13652,5.1000000000000005
1637,17.5
8312,8.9
11173,0.6000000000000001
20820,5.7
3074,4.3
7296,7.5
3278,1.9
8003,22.8
18959,0.1
8326,0.5
13516,6.6000000000000005
7352,8.540000000000001
13450,1.5
10751,3.7
7829,11.0
16446,1.4
7697,8.100000000000001
14427,2.4000000000000004
5668,3.0
20957,3.3800000000000003
10659,27.4
17063,1.7000000000000002
18425,10.6
8933,0.6000000000000001
5307,5.2
19355,25.9
20273,1.9
12855,2.3
18257,0.6000000000000001
11035,13.3
5488,14.900000000000002
16678,18.7
8024,0.5
10748,12.8
16873,1.2000000000000002
690,1.9
12013,2.3000000000000003
16986,2.8
10103,10.7
1014,0.8
869,4.5
1993,6.9
10626,3.1000000000000005
11949,1.7000000000000002
14839,9.3
14924,9.7
10558,4.2
7610,10.8
5283,7.0
4370,1.6
1361,1.3
17910,22.6
1629,2.1
12625,2.1
1551,18.3
22068,14.4
17721,4.800000000000002
8252,9.2
10442,0.9
14631,17.5
5039,6.2
21637,0.9000000000000004
5694,7.9
5119,0.7000000000000001
1134,17.700000000000006
10996,19.0
10278,-1.4
10451,12.5
4017,9.4
10409,4.4
2424,12.3
4138,1.7000000000000002
12048,1.8
859,13.840000000000002
2962,11.9
2426,1.0
20785,8.0
17748,6.1
7674,0.6000000000000001
18163,1.4
21469,4.800000000000002
18485,0.30000000000000004
18202,3.0
16753,1.7000000000000002
4937,10.2
10896,0.5
5285,0.6000000000000001
8367,6.0
12905,24.8
2093,5.5
20632,7.4
11336,2.3000000000000003
11683,2.4000000000000004
7817,1.5000000000000002
1920,12.18
82,14.3
17200,2.8000000000000003
13318,9.4
19787,7.9
4396,13.2
8475,14.94
1813,7.9
1271,8.7
15226,4.800000000000002
2994,1.1
21284,8.8
15674,2.1
15438,21.06
20613,0.6000000000000001
19788,21.84
2642,15.2
9280,9.2
21879,3.3000000000000003
4195,0.9
13032,11.3
12768,2.3000000000000003
12360,1.2000000000000002
3849,9.8
22248,11.38
20572,0.4
16194,8.799999999999997
15253,-1.4
16193,1.3
3554,7.0
18579,6.6000000000000005
13237,2.5
2600,-2.0
19353,38.5
1518,15.7
4117,16.700000000000006
10825,1.2000000000000002
5755,2.2
5633,2.9000000000000004
8399,0.5
20353,0.7000000000000001
13065,-0.30000000000000004
7162,2.3000000000000003
14256,5.300000000000002
11737,3.8
15441,6.000000000000003
1988,1.4
7737,0.5
16901,4.300000000000002
10561,15.9
201,4.800000000000002
21399,18.700000000000006
15166,1.1
4855,2.7
21138,10.0
9741,9.1
12502,6.8000000000000025
15950,1.2000000000000002
3765,13.28
19462,10.000000000000002
13452,16.740000000000002
6432,22.2
7846,6.000000000000003
12253,1.5
16402,13.2
16433,2.4000000000000004
887,3.3000000000000003
6261,29.42
6989,24.0
6043,8.6
10808,25.3
1424,10.6
16523,17.880000000000006
15924,1.2000000000000002
112,28.0
8160,16.0
21217,10.32
16199,2.5
4559,7.5
19752,10.0
11442,9.56
11254,3.4000000000000004
20070,5.0
8566,22.9
16311,1.4
10758,1.0
17266,1.7000000000000002
16835,1.9
3731,19.9
21246,19.9
4986,13.1
2763,5.7
13794,15.6
20502,2.7
1855,2.0
15599,1.3
12812,9.0
999,4.0
389,1.6
11599,7.7
6426,3.9
17860,5.0
18624,1.7000000000000002
10578,0.7000000000000001
21462,0.6000000000000001
8112,9.7
17376,0.0
4997,1.6
14211,32.0
21510,4.2
4796,6.5
4769,21.6
17677,1.9
11065,8.3
4173,11.8
21453,5.0
1907,8.1
4946,3.1000000000000005
8560,12.8
6033,19.18
7619,4.6000000000000005
1151,0.5
17951,2.8000000000000003
20433,0.8
9689,0.4
7106,13.0
21119,12.5
4287,11.0
2230,0.8
174,14.4
18287,10.2
8752,0.4
3408,-0.2
1538,6.8
2292,0.0
9523,23.7
1363,1.1
4357,7.8
18504,-0.2
680,1.9
13050,3.5
3664,5.4
18045,0.4
508,1.9
166,10.5
13689,0.9
20439,8.3
1914,0.4
7263,3.0
10728,0.1
1104,2.3000000000000003
12067,2.9000000000000004
2610,25.3
9944,9.8
5310,0.1
19526,6.6
11108,0.5
11156,1.2000000000000002
152,6.2
13422,2.5
2832,20.08
22296,4.2
18891,1.4
3551,0.1
19568,6.5
20763,4.3
12541,0.30000000000000004
4538,1.1
14367,-1.5599999999999998
21073,2.3000000000000003
10014,3.3000000000000003
12278,8.6
19500,2.3000000000000003
15088,1.3
18375,9.8
21314,20.12
5141,0.8
11814,3.5
20959,3.9
3450,2.5
16589,11.3
13156,15.6
2749,1.9
18233,1.3
12707,3.3000000000000003
13131,0.9
12251,2.9000000000000004
10179,8.600000000000001
5810,0.5
5634,8.559999999999999
11580,5.2
13926,0.9
21466,8.3
1380,24.4
20867,10.9
14901,1.6
3832,6.4
20968,7.8
4776,0.8
4276,3.5
4958,25.9
21965,4.1000000000000005
19744,1.2000000000000002
16662,2.420000000000001
7415,-0.30000000000000004
3252,8.0
19002,9.6
16673,4.9
20256,0.1
19960,10.9
14300,16.020000000000003
15523,28.70000000000001
14270,31.280000000000005
12327,0.6000000000000001
11546,5.6000000000000005
15639,8.8
15042,1.1
14208,0.6000000000000001
2468,3.0
20062,1.6
16654,2.5
11757,3.8
13869,2.5
16998,0.2
9583,4.5
6696,5.5
3180,6.1000000000000005
15089,21.04
17806,2.2
8275,1.2000000000000002
9065,1.8
11030,1.7000000000000002
19987,23.0
4557,1.5
7812,1.9
12839,10.1
6297,9.2
22252,6.5
14534,0.7000000000000001
22075,6.6000000000000005
1132,9.0
10642,2.9000000000000004
10521,1.7000000000000002
19579,-0.09999999999999988
21495,6.6000000000000005
2871,2.2
12996,1.2000000000000002
1772,2.7
10593,3.18
1913,21.3
14212,0.9
9256,10.9
12602,2.4000000000000004
14188,4.1000000000000005
15417,15.500000000000002
18545,8.1
1105,33.620000000000005
17076,4.3
21514,5.8000000000000025
4956,2.7
8307,3.6
21781,22.34
3696,14.8
7778,13.6
21283,2.2
628,13.5
2451,1.5
18995,3.1
22366,5.300000000000002
2176,0.0
19140,2.3000000000000003
2787,0.6000000000000001
12297,2.5
1196,1.6
18060,10.1
7618,14.500000000000002
4444,9.2
11128,12.7
15514,0.7000000000000001
5722,12.1
19843,1.1
10695,17.92
18753,26.68000000000001
4967,4.6
18601,12.2
10410,3.3000000000000003
4009,12.0
15515,4.800000000000002
3583,4.700000000000001
22173,10.2
18020,8.5
18852,9.4
12424,1.7000000000000002
8277,9.7
3667,19.700000000000006
12474,1.2
12782,9.86
10211,4.4
3423,2.1
10717,2.1
8199,27.58
18793,19.28
20783,1.8
5366,4.840000000000002
17313,1.5
2895,13.6
14122,1.6
1296,0.1
3642,39.2
19279,9.6
21806,13.1
22069,12.3
21864,-0.3999999999999999
8548,23.6
5451,5.1000000000000005
10685,15.8
15449,1.6
7866,7.3000000000000025
12867,1.2000000000000002
14607,29.3
9797,10.7
11755,9.9
13979,1.7000000000000002
9738,1.5
14385,1.2000000000000002
6474,7.6
8811,1.5
492,28.3
11691,19.12
20298,5.5
1116,1.1
5637,14.9
5085,0.8
1757,0.2
11486,11.0
19329,2.0
21354,0.2
6353,2.5
22299,5.6000000000000005
22389,12.7
3644,8.9
14350,2.04
12001,2.9000000000000004
19268,3.9
11185,5.8000000000000025
1696,0.8
2295,5.6000000000000005
14794,0.5
14696,5.5
5939,13.3
21281,23.18
9968,3.0
11033,-0.4
3313,17.340000000000003
14824,3.7
9784,1.1
9915,3.6
215,4.5
1072,2.1
8682,4.7
21455,11.7
7006,0.2
13379,0.9000000000000001
8652,3.9
13705,9.6
15384,0.32
25,5.300000000000002
21774,10.9
10601,0.5
7659,1.5
13401,2.2
5690,7.700000000000001
9744,4.2
21539,4.1000000000000005
20857,12.7
12721,0.2
9171,0.4
10847,8.3
11908,4.3
630,15.46
20925,0.8
8707,-2.0
19705,3.6
6614,1.0
5243,0.1
1102,0.8
2204,16.14
22181,6.5
12903,6.1
11477,1.2000000000000002
11308,6.1000000000000005
13767,25.3
15064,15.7
12512,8.1
22400,2.3000000000000003
18591,14.56
17356,40.46
14890,10.8
719,22.70000000000001
13839,26.9
6155,3.1
18950,3.3000000000000003
4025,2.2
8224,4.4
17908,1.3000000000000005
15493,4.4
16093,1.2000000000000002
18606,1.3
5818,1.0
11956,0.5
3866,17.2
2745,6.9
11867,24.5
10343,6.7
19603,7.44
11950,7.9
20282,18.06
4214,0.2
12096,6.8000000000000025
15193,15.400000000000002
1401,0.0
12828,12.66
3253,7.58
22285,13.06
2158,4.1400000000000015
8578,21.70000000000001
17058,5.300000000000002
19608,3.2
7011,14.7
19251,1.9
10197,0.0
3841,6.6000000000000005
18199,0.30000000000000004
11849,1.2000000000000002
2100,0.5
1673,0.7000000000000001
10293,0.5
4213,0.6000000000000001
7480,2.1
17932,-2.3
14562,0.8
19101,1.0
11515,6.000000000000001
8547,2.5
17845,0.04000000000000015
14823,3.5
16923,12.4
16363,9.4
14609,0.6000000000000001
18135,14.3
18156,2.4000000000000004
9388,4.2
10070,30.3
10860,8.1
18400,0.1
2005,12.0
15887,11.7
15233,1.3
13411,0.30000000000000004
2257,16.5
19182,10.74
5574,11.940000000000005
9083,2.6
5355,1.7000000000000002
6093,45.81999999999999
7935,3.2
1519,0.4
1378,11.739999999999998
18971,19.700000000000006
15206,10.4
19989,1.9
13200,0.9
20382,9.7
5842,8.440000000000001
7122,5.8000000000000025
16211,1.6
12820,1.1
5832,15.76
9821,4.9
12718,1.2000000000000002
522,13.5
15372,9.0
234,10.4
12180,1.6
6318,7.2
11992,6.1000000000000005
20773,0.5
1948,1.5
6361,19.860000000000007
21761,4.4
20742,1.5
11684,1.8
15927,1.8
21402,0.1
2224,0.7000000000000001
21351,5.2
15246,6.4
16209,3.7
5571,25.5
4523,14.3
5793,12.6
5738,27.6
19008,15.1
4728,2.7
7818,-0.2
8859,11.3
22324,11.6
15275,3.0
2437,1.5
14087,3.3000000000000003
11989,2.7
3167,12.7
18193,28.640000000000004
20211,6.3000000000000025
13752,0.4
15920,16.86
14027,1.7000000000000002
7016,1.4
13386,6.0
15998,19.14
12641,11.9
19847,10.1
4945,7.6
15649,1.6
12237,0.2
6046,12.18
9227,12.8
5585,1.3
5590,6.6000000000000005
1228,3.5000000000000004
18691,0.7000000000000001
13341,2.5
13333,1.2000000000000002
14743,1.0
8244,0.30000000000000004
19770,6.3000000000000025
16237,1.0
6555,22.1
15373,0.7000000000000001
12145,-1.2
159,5.500000000000001
1589,19.6
15369,2.1
5565,5.4
7190,7.4
19498,5.04
10576,5.7
15061,21.7
13364,4.1000000000000005
1556,2.2
2828,4.4
436,2.6
15592,33.8
22031,18.9
17972,1.4
2780,25.000000000000004
3701,0.4
5686,0.6000000000000001
4727,3.1
17622,5.3
2951,19.5
2555,1.7000000000000002
10350,22.5
19242,1.1
17881,2.2
12737,15.9
6465,1.9
7355,3.2
15717,2.4000000000000004
7823,2.2
12449,1.5
20786,10.2
15271,3.8
5185,7.8000000000000025
8549,1.1
5242,2.5
18514,0.6000000000000001
2092,1.5
10207,0.7000000000000001
11948,2.7
187,0.8
19449,1.6
19685,1.7000000000000002
1381,0.4
19865,1.3
8605,2.4000000000000004
15743,15.740000000000002
11528,-0.2
15038,22.4
20723,22.42
8448,2.0
11390,3.9
22304,0.9
7295,9.9
18619,15.9
8068,1.3
12935,8.8
9959,1.5
9764,2.5
24,4.1000000000000005
3363,16.5
1088,0.1
12866,2.6
10886,24.6
11590,9.72
21483,0.9
19225,26.9
10503,21.70000000000001
12306,10.4
17079,1.5
15906,5.1000000000000005
11944,3.2
6337,0.7000000000000001
17611,1.6
18383,8.7
276,3.5
12413,9.28
3906,3.7
5845,7.8000000000000025
22080,7.3000000000000025
1137,2.42
19151,12.6
18108,1.2000000000000002
13324,1.7000000000000002
2490,12.8
16165,20.1
7742,18.4
14482,1.4000000000000004
13127,4.6
3935,4.5
15072,6.3000000000000025
2384,2.4000000000000004
8016,1.3
7084,-0.6000000000000001
16499,10.7
1863,1.9
15688,6.000000000000001
364,6.3
9094,0.6000000000000001
19203,0.5
19633,8.0
18354,1.4
3802,14.0
15309,16.88
3536,7.0
3825,2.0
6642,1.6
20888,1.8
12991,6.500000000000001
18330,27.660000000000004
19644,1.0
13527,26.28
7269,11.2
19859,13.3
7929,12.02
12982,4.9
7166,7.1000000000000005
12869,0.9
5867,0.30000000000000004
4761,15.6
882,11.36
13893,3.3000000000000003
20793,2.7
557,1.2000000000000002
1960,1.8
13331,3.2
1207,9.5
7684,31.9
16859,0.6000000000000001
12021,2.2
10485,2.0
3630,9.9
1708,1.0
1140,1.0
6207,8.4
20606,9.5
21668,0.2
2660,32.7
14852,8.0
1307,2.2
18951,15.54
16212,7.7
12452,23.6
19218,5.6000000000000005
6905,3.5
11927,8.0
14072,3.6
9429,0.4
2151,9.2
20357,7.7
13283,8.1
5004,0.9
15996,4.000000000000001
1627,10.9
9714,0.30000000000000004
358,7.9
138,19.3
8491,4.9
16766,22.78
11181,1.6
340,37.7
4857,8.3
17823,2.9000000000000004
9569,4.4
13865,3.0
17330,2.5
10582,3.1
5498,1.3
8556,8.200000000000001
10913,16.7
1932,9.1
2352,1.2000000000000002
15848,2.7
3236,1.1
12355,13.2
9493,-3.88
20424,4.9
3807,13.6
1936,12.480000000000002
5619,6.1000000000000005
14973,7.0
18800,3.2
19665,11.8
6139,11.48
785,3.0000000000000004
8036,3.1000000000000005
8315,1.5
21822,2.5
18556,12.5
2169,9.8
17294,2.8000000000000003
14138,14.9
18693,10.8
11826,12.82
16346,3.3000000000000003
6591,0.9
4458,12.2
14325,24.5
7597,2.9000000000000004
9370,27.1
4652,1.6
442,6.5
9591,3.2200000000000006
21008,16.5
19678,13.4
9649,10.8
19907,11.5
5744,0.7000000000000001
15747,2.0
17438,0.9
15845,34.90000000000001
11951,12.3
929,25.0
21490,4.300000000000002
8767,0.2
18213,10.86
11120,20.92
14730,11.5
11738,0.9
13790,8.3
21410,0.7000000000000001
20265,20.32
2011,9.6
17297,1.4
7611,2.9000000000000004
16028,1.2000000000000002
21563,2.3000000000000003
22185,0.7000000000000001
18990,8.48
6564,1.7000000000000002
20267,1.5
16390,26.96
11172,6.1000000000000005
7835,6.0
3361,0.30000000000000004
12966,10.3
10135,15.6
18019,0.8
1141,9.0
20843,10.3
20987,10.2
15007,9.04
15434,8.8
16743,4.1
18454,-0.1
3134,8.4
6990,8.5
20919,4.6000000000000005
18626,15.0
17858,2.1
1823,0.9000000000000001
10081,15.3
3259,2.7
10213,13.7
4020,24.7
21111,2.1
3500,0.7000000000000001
2658,4.3
17514,0.1
13749,3.0
10516,5.1000000000000005
1819,3.2
7461,8.1
5624,17.8
17815,0.5
20292,2.8000000000000003
7064,1.9
9342,1.9
12336,34.24
4669,16.9
9428,0.8
5476,7.3
22238,1.3
15670,4.4
1856,-2.0
2282,7.2
20951,2.0
13392,2.1
6439,3.3000000000000003
6031,12.7
386,3.9
1628,18.6
11777,29.48
21678,1.3
13851,1.3000000000000005
7718,3.6
7544,0.8
11381,19.3
4658,8.9
12497,27.26
9101,0.30000000000000004
10058,5.4
1842,2.0
18881,14.2
16585,9.6
3868,3.4600000000000004
5054,0.1
5889,0.2
14376,1.5
19086,2.7
21335,0.7000000000000001
16715,2.7
3808,-0.4
20285,2.6
935,0.7000000000000001
10651,3.3000000000000003
1774,22.3
19957,5.120000000000001
3744,8.4
17373,10.6
5443,2.4
20811,-0.1
13969,35.5
1875,16.9
3760,4.6000000000000005
20958,25.8
3052,1.3
13654,8.700000000000001
13146,5.6000000000000005
20978,10.1
4615,3.2
15812,1.4
3321,1.2000000000000002
20361,3.3000000000000003
3311,30.6
22112,1.2000000000000002
19749,3.4000000000000004
19949,-3.18
12743,9.2
12871,22.5
11595,0.30000000000000004
8210,1.4
11431,0.2
17740,2.8000000000000003
16018,6.200000000000001
1517,1.8
21329,0.7000000000000001
4492,3.1
3112,11.16
16566,26.7
16294,4.7
11834,11.8
2866,28.22
855,23.34
20620,0.9
4912,14.9
13860,10.2
5463,4.6
18184,16.12
5482,6.000000000000001
12605,10.26
20498,2.7
18352,9.9
3828,7.7
20274,5.6000000000000005
4697,10.9
15200,12.3
4987,22.9
4650,2.4000000000000004
17543,2.8000000000000003
17709,3.1
10288,0.30000000000000004
6796,2.1
5808,14.4
17839,2.3
5410,5.300000000000002
8333,0.30000000000000004
2800,7.3
9836,2.3000000000000003
10332,12.920000000000002
12728,2.8000000000000003
13778,6.4
7815,1.6
4378,-0.4
8921,4.3
6716,24.840000000000003
2261,2.6
7429,4.5
9302,6.9
21270,13.6
11190,9.24
18778,7.1000000000000005
17569,0.0
2007,2.8000000000000003
193,1.7000000000000002
13803,0.7000000000000001
21184,0.30000000000000004
8770,21.8
16300,12.3
771,1.3
10587,4.8
17862,16.0
18230,2.4000000000000004
12466,8.8
20100,6.3000000000000025
14868,11.7
14567,2.6
16789,12.5
22093,16.1
10088,9.9
16910,1.9
6317,3.0
11851,1.2000000000000002
6581,3.8
1447,2.7
342,1.6
13319,6.4
11328,33.1
17111,3.9
9168,0.1
21341,0.5
7368,3.5
2044,9.4
7156,12.7
16288,1.3
7851,3.8
10178,2.3000000000000003
12132,3.7
13615,1.0
17732,6.000000000000001
17044,7.1000000000000005
1492,0.30000000000000004
778,18.0
9885,0.6000000000000001
18863,1.6
9277,1.7000000000000002
2524,5.8000000000000025
5374,8.8
19582,2.7
21419,32.06
16232,0.8
14849,6.6000000000000005
17371,-0.059999999999999824
8259,2.2
20148,0.1
40,7.7
11240,2.9000000000000004
18146,1.0
20507,4.5
14424,13.9
11639,25.2
6816,19.0
19709,8.5
20287,5.0
10704,13.46
19107,10.3
14140,0.2
1460,3.9
20801,6.9
4493,22.8
19704,5.8000000000000025
13074,5.4
17915,2.0
13686,0.4
13947,13.8
11002,0.6000000000000001
15432,0.4
7230,0.9
15686,2.4000000000000004
10412,7.3000000000000025
5075,11.2
9641,1.4
20995,0.2
20644,1.1
4088,0.8
18351,1.9
21079,2.2
14949,27.20000000000001
4249,2.3000000000000003
16807,3.0
21618,1.6
10096,13.8
22359,2.4000000000000004
12109,1.1
6142,3.3000000000000003
5661,2.5
13970,1.0
15037,10.3
9031,18.4
2659,0.1
141,0.8
2597,3.1
6701,13.6
15223,14.9
17761,2.5
22300,14.1
7418,7.8000000000000025
17522,7.0
10449,12.400000000000002
18171,0.30000000000000004
12130,4.4
20138,-0.7000000000000001
16843,0.9
16013,28.1
8179,1.3
11565,3.0
17332,3.1000000000000005
9528,2.4000000000000004
6370,1.3
4628,4.4
14478,3.8
441,18.1
9794,15.74
9046,9.5
3830,0.2
21363,4.1000000000000005
6344,2.6
20452,16.08
1958,0.7000000000000001
155,10.9
10487,9.1
20732,3.0
4578,23.72
1089,3.5
12576,11.5
9122,9.6
7950,4.2
11101,0.1
18058,0.9
20556,3.8
6416,11.16
16021,4.3
9087,15.2
11439,3.7
18710,1.1
7096,0.6000000000000001
1098,6.0
5433,1.3
13230,1.8000000000000005
6450,5.8000000000000025
12328,34.58
10785,18.2
18099,-0.1
3348,0.1
4079,30.40000000000001
9177,0.9
21705,12.9
587,17.700000000000006
9346,0.9
13269,7.1000000000000005
13537,18.8
22228,0.5
10964,30.16
21893,1.4
13675,1.0
19374,1.5
16299,26.54000000000001
645,3.2
11749,11.2
9587,0.30000000000000004
16648,2.8000000000000003
11739,30.9
15036,13.5
226,6.500000000000001
3864,8.5
10592,1.3
20934,1.0
22203,5.8000000000000025
16154,2.6
8438,1.7000000000000002
1529,3.2
20347,1.6
923,13.3
19925,0.7000000000000001
17053,3.0
10102,1.2
7183,0.8
12150,4.2
21220,0.9
2591,8.9
5906,3.0
11205,11.5
7133,1.3000000000000005
2307,2.7
17071,3.7
14203,0.6000000000000001
612,9.4
19584,3.9
11168,25.66
6629,10.4
4135,1.2000000000000002
1898,24.8
13937,14.6
282,4.0
258,14.6
11116,4.3
21794,11.7
4943,6.2
19206,3.4000000000000004
14721,0.7000000000000001
11531,5.5
6971,1.6
14889,2.0
13521,0.1
5223,10.8
2285,0.7
8078,3.9
6710,3.1
21682,2.3000000000000003
10403,12.7
475,16.8
18939,4.7
16391,2.9000000000000004
6411,3.6
2551,2.7
6852,6.2
5546,10.3
13489,0.9
18810,6.700000000000001
20236,9.3
18658,48.34
9203,6.9
17961,8.899999999999997
10183,15.6
13565,1.8
16280,2.5
21177,10.0
7193,3.0
18489,3.8
6823,4.2
21598,1.0
781,10.1
14939,1.6799999999999995
18133,6.1000000000000005
10983,1.4
6519,2.2
5774,4.9
13171,14.26
9283,16.200000000000006
9369,3.7
21484,1.0
18708,20.0
10271,10.7
5055,0.7000000000000001
10800,13.900000000000002
21318,2.7
1727,0.4
16994,9.3
16009,9.6
4666,7.1000000000000005
8535,-0.2
3750,3.9
12924,6.3000000000000025
12722,11.3
11407,1.1
97,1.9
3137,4.4
13368,5.1000000000000005
14357,13.7
17921,0.6000000000000001
13140,1.9
15177,2.2
3648,7.8
10849,4.2
19926,0.9
17901,9.0
1633,13.08
12464,6.000000000000001
11861,11.2
22126,16.04
18474,3.0
6171,3.6
7521,1.8
572,7.0
9879,4.3
21389,13.0
19446,7.8
597,22.440000000000005
15352,8.6
7345,6.8000000000000025
6304,10.5
21809,13.079999999999998
16376,-0.30000000000000004
20299,4.7
18322,17.0
1753,15.0
18745,0.4000000000000001
5432,2.2
13183,1.8
19962,8.100000000000001
21830,6.5
11929,0.30000000000000004
19905,10.5
20778,2.2
9135,7.9
21074,2.9000000000000004
1171,9.44
15562,27.7
7927,17.8
21613,11.1
21212,13.7
21926,6.9
20201,8.2
14531,5.9
15892,0.3000000000000004
21494,13.7
17258,1.6
18681,-0.5799999999999996
21655,11.4
2643,27.70000000000001
5347,20.700000000000006
9032,23.02
16965,7.1
204,15.5
7896,25.36
9833,13.0
2014,-0.09999999999999998
17289,4.120000000000001
17015,14.3
8461,1.4
19675,14.3
1974,0.8
162,2.3000000000000003
4998,4.4
20392,0.7000000000000001
9557,2.8000000000000003
4713,7.4
9067,0.9600000000000004
1431,1.58
15261,3.1
12835,0.4
13975,21.48
21461,1.2000000000000002
7710,1.7000000000000002
7736,11.2
4283,7.8000000000000025
7531,0.5
14139,1.0
17069,3.7
13493,2.1
10053,18.2
10851,6.8000000000000025
3384,8.700000000000001
2839,6.4
20247,7.2
20499,3.4000000000000004
15078,8.9
19715,0.1
15941,1.9
10595,7.700000000000001
15433,0.7000000000000001
2096,2.8000000000000003
10195,7.4
7999,1.5
20887,0.1
5017,10.400000000000002
17833,29.020000000000003
18994,4.7
18284,-3.84
2757,3.3000000000000003
6397,0.1
10077,3.4000000000000004
13930,3.1
14082,0.7000000000000001
2097,0.7000000000000001
8329,12.5
9028,11.9
3471,15.96
12889,4.5600000000000005
14472,10.220000000000002
16230,22.3
18555,1.3
18509,0.5
1733,3.5
18394,0.7000000000000001
22191,11.7
1283,3.0
12485,11.3
12448,11.9
10028,3.5
1019,-0.1
16184,13.2
20691,5.700000000000001
9518,4.1000000000000005
19194,1.4
17520,13.0
1651,2.4000000000000004
830,7.8000000000000025
1169,8.8
10720,0.5
6256,15.4
5469,3.6
16044,0.4
10258,0.8
16063,7.8000000000000025
17251,6.4
11166,4.800000000000002
21785,2.1
5093,19.68
541,3.1
9324,11.7
17047,1.1
12693,4.4
21693,10.78
3390,3.3000000000000003
12080,22.1
11154,4.2
14226,11.7
16977,0.6000000000000001
16029,22.840000000000003
22339,1.0
10775,2.6
11005,6.8
3959,8.5
6643,7.24
16100,2.3000000000000003
16087,3.0000000000000004
3586,0.7000000000000001
20186,6.3
2563,0.5
10822,4.7
19995,18.3
5036,5.4
1080,6.9
5891,14.12
14537,25.08
2023,7.8
13109,9.4
21280,6.4
7909,1.8
20986,3.7
16610,12.2
1013,0.9
14871,0.2
18313,3.3000000000000003
9235,2.5
5251,2.3000000000000003
9596,1.1
2179,7.700000000000001
17081,0.9
17508,0.9
12087,10.1
5110,13.9
1778,2.2
21206,5.300000000000002
19018,0.9
15379,1.4
7604,1.6
19873,2.0
13944,5.9
17421,2.0
20301,13.8
22347,11.0
19033,6.9
10473,6.420000000000001
14933,32.74
19363,1.5
18931,0.7000000000000001
5132,14.1
2159,4.7
11329,19.3
14042,0.8
14566,1.0
6445,18.32
3967,0.30000000000000004
1428,1.7000000000000002
3081,-2.0
2520,3.7
11754,-0.3999999999999999
10047,7.4
20290,7.9
6019,13.7
16832,1.7000000000000002
16898,0.6000000000000001
3727,23.1
8553,11.7
21229,2.2
9496,28.6
6251,1.3
5926,-0.4000000000000001
18844,20.0
16406,1.9
18450,9.5
18037,0.5
8894,3.0
8706,2.2
1376,19.24
1724,21.020000000000003
3754,8.9
10517,2.1
21328,12.2
4082,1.6
11870,7.12
20646,7.5
12500,-0.31999999999999984
13057,6.1
19921,-0.2
16140,4.2
10773,0.5
9951,18.6
14571,7.6
17030,27.5
22079,0.8
14215,4.4
15997,0.4
7165,7.04
20086,7.3000000000000025
11182,6.700000000000001
21771,27.4
4875,-0.5
10736,2.8000000000000003
20828,3.8
15990,9.4
12258,1.6
18544,35.74
685,6.9
11435,0.6000000000000001
20657,4.0
14291,2.4000000000000004
2461,12.0
12275,0.0
